# Generated by cmd/dp-string-census (make string-census-update). Do not edit by hand.
# C player-facing segments no Go segment contains (port gaps).
# columns: segment	file:line	sink	function
firebreather	src/constants.c:927	table	
local speciality	src/constants.c:928	table	
slime mold juice	src/constants.c:929	table	
salt water	src/constants.c:934	table	
clear water	src/constants.c:935	table	
lemonade	src/constants.c:952	table	
firebreather	src/constants.c:953	table	
light green	src/constants.c:999	table	
crystal clear	src/constants.c:1005	table	
less than half	src/constants.c:1012	table	
about half	src/constants.c:1013	table	
more than half	src/constants.c:1014	table	
RESERVED DB.C	src/constants.c:1219	table	
You feel less protected.	src/constants.c:1220	table	
!Teleport!	src/constants.c:1221	table	
You feel less righteous.	src/constants.c:1222	table	
You feel a cloak of blindness dissolve.	src/constants.c:1223	table	
!Burning Hands!	src/constants.c:1224	table	
!Call Lightning	src/constants.c:1225	table	
You feel more self-confident.	src/constants.c:1226	table	
You feel your strength return.	src/constants.c:1227	table	
!Color Spray!	src/constants.c:1229	table	
!Control Weather!	src/constants.c:1230	table	
!Create Food!	src/constants.c:1231	table	
!Create Water!	src/constants.c:1232	table	
!Cure Blind!	src/constants.c:1233	table	
!Cure Critic!	src/constants.c:1234	table	
!Cure Light!	src/constants.c:1235	table	
You feel more optimistic.	src/constants.c:1236	table	
You feel less aware.	src/constants.c:1237	table	
Your eyes stop tingling.	src/constants.c:1238	table	
The detect magic wears off.	src/constants.c:1239	table	
The detect poison wears off.	src/constants.c:1240	table	
!Dispel Evil!	src/constants.c:1241	table	
!Earthquake!	src/constants.c:1242	table	
!Enchant Weapon!	src/constants.c:1243	table	
!Energy Drain!	src/constants.c:1244	table	
!Fireball!	src/constants.c:1245	table	
You feel yourself exposed.	src/constants.c:1248	table	
!Lightning Bolt!	src/constants.c:1249	table	
!Locate object!	src/constants.c:1250	table	
!Magic Missile!	src/constants.c:1251	table	
You feel less sick.	src/constants.c:1252	table	
You feel less protected.	src/constants.c:1253	table	
!Remove Curse!	src/constants.c:1254	table	
The aura around your body fades.	src/constants.c:1255	table	
!Shocking Grasp!	src/constants.c:1256	table	
You feel less tired.	src/constants.c:1257	table	
You feel weaker.	src/constants.c:1258	table	
!Summon!	src/constants.c:1259	table	
!Ventriloquate!	src/constants.c:1260	table	
!Word of Recall!	src/constants.c:1261	table	
!Remove Poison!	src/constants.c:1262	table	
You feel less aware of your surroundings.	src/constants.c:1263	table	
!Animate Dead!	src/constants.c:1264	table	
!Dispel Good!	src/constants.c:1265	table	
!Group Armor!	src/constants.c:1266	table	
!Group Heal!	src/constants.c:1267	table	
!Group Recall!	src/constants.c:1268	table	
Your night vision seems to fade.	src/constants.c:1269	table	
Your feet seem less boyant.	src/constants.c:1270	table	
!Mass Heal!	src/constants.c:1271	table	
Your feet float back down to the ground.	src/constants.c:1272	table	
!UNUSED!	src/constants.c:1273	table	
!UNUSED!	src/constants.c:1274	table	
!SOBRIETY!	src/constants.c:1275	table	
!GROUP INVIS!	src/constants.c:1276	table	
!HELLFIRE!	src/constants.c:1277	table	
!ENCHANT ARMOR!	src/constants.c:1278	table	
!IDENTIFY!	src/constants.c:1279	table	
!MINDPOKE!	src/constants.c:1280	table	
!MINDBLAST!	src/constants.c:1281	table	
Your chameleon-like coloring fades to normal.	src/constants.c:1282	table	
Your feet float back down to the ground.	src/constants.c:1283	table	
Your skin softens.	src/constants.c:1284	table	
The globe of invulnerability around you vanishes.	src/constants.c:1285	table	
!VITALITY!	src/constants.c:1286	table	
!INVIGORATE!	src/constants.c:1287	table	
Your perception returns to normal.	src/constants.c:1288	table	
Your perception returns to normal.	src/constants.c:1289	table	
!MINDATTACK!	src/constants.c:1290	table	
Your adrenaline returns to it's normal production rate.	src/constants.c:1291	table	
Your feel your energy shield dissapate.	src/constants.c:1292	table	
Your molecular density returns to normal.	src/constants.c:1293	table	
!ACID BLAST!	src/constants.c:1294	table	
Your free will returns.	src/constants.c:1295	table	
!CELL ADJUSTMENT!	src/constants.c:1296	table	
Your trance ends.	src/constants.c:1297	table	
!Mirror Image!	src/constants.c:1298	table	
!MASS DOMINATE!	src/constants.c:1299	table	
!KATANA!	src/constants.c:1300	table	
Your mental capasity returns to normal.	src/constants.c:1301	table	
!SOUL LEECH!	src/constants.c:1302	table	
!MINDSIGHT!	src/constants.c:1303	table	
Your skin fades back into view.	src/constants.c:1304	table	
Your perception of other's emotions ebbs.	src/constants.c:1305	table	
The secrets of the world seem less clear.	src/constants.c:1307	table	
!LAY HANDS!	src/constants.c:1308	table	
!MENTAL LAPSE!	src/constants.c:1309	table	
!SMOKESCREEN!	src/constants.c:1310	table	
!DISRUPT!	src/constants.c:1311	table	
!DISINTEGRATE	src/constants.c:1312	table	
!CALLIOPE!	src/constants.c:1313	table	
You no longer feel protected.	src/constants.c:1314	table	
The flames around you subside.	src/constants.c:1315	table	
You cease moving rapidly.	src/constants.c:1316	table	
The world begins to pick up speed again.	src/constants.c:1317	table	
!PSIBLAST!	src/constants.c:1319	table	
!CIRCLE OF SUMMONING!	src/constants.c:1320	table	
You feel your breathing return to normal.	src/constants.c:1321	table	
!CONJURE ELEMENTAL!	src/constants.c:1322	table	
the Day of the Moon	src/constants.c:1367	table	
the Day of the Bull	src/constants.c:1368	table	
the Day of the Deception	src/constants.c:1369	table	
the Day of Thunder	src/constants.c:1370	table	
the Day of Freedom	src/constants.c:1371	table	
the day of the Great Gods	src/constants.c:1372	table	
the Day of the Sun	src/constants.c:1373	table	
Month of Winter	src/constants.c:1378	table	
Month of the Winter Wolf	src/constants.c:1379	table	
Month of the Frost Giant	src/constants.c:1380	table	
Month of the Old Forces	src/constants.c:1381	table	
Month of the Grand Struggle	src/constants.c:1382	table	
Month of the Spring	src/constants.c:1383	table	
Month of Nature	src/constants.c:1384	table	
Month of Futility	src/constants.c:1385	table	
Month of the Dragon	src/constants.c:1386	table	
Month of the Sun	src/constants.c:1387	table	
Month of the Heat	src/constants.c:1388	table	
Month of the Battle	src/constants.c:1389	table	
Month of the Dark Shades	src/constants.c:1390	table	
Month of the Shadows	src/constants.c:1391	table	
Month of the Long Shadows	src/constants.c:1392	table	
Month of the Ancient Darkness	src/constants.c:1393	table	
Month of the Great Evil	src/constants.c:1394	table	
no tattoo	src/constants.c:1417	table	
damroll+2 str+2	src/constants.c:1418	table	
grow stronger and hit harder	src/constants.c:1418	table	
increase your dexterity	src/constants.c:1419	table	
summon a flaming skull to aid against thy enemies.	src/constants.c:1420	table	
summon skull	src/constants.c:1421	table	
dex+1 mv+10	src/constants.c:1422	table	
the nimbleness and stamina of the tiger	src/constants.c:1422	table	
hit with the fierceness of the remorhaz	src/constants.c:1423	table	
greater percept	src/constants.c:1424	table	
see that which is normally unseen	src/constants.c:1424	table	
hit and dam+1	src/constants.c:1425	table	
miss less and hit harder	src/constants.c:1425	table	
move like the wind	src/constants.c:1426	table	
moves+20	src/constants.c:1426	table	
live longer through trust in your heart	src/constants.c:1427	table	
gain the magic of the stars	src/constants.c:1428	table	
gain the ability of movement over water	src/constants.c:1429	table	
change density	src/constants.c:1430	table	
the nimblness of a spider	src/constants.c:1431	table	
the power of fighting a holy war	src/constants.c:1432	table	
the wisdom of your elders	src/constants.c:1433	table	
call upon the blessings of an angel	src/constants.c:1434	table	
gain the intelligence of the fox	src/constants.c:1435	table	
gain the wisdom of the owl	src/constants.c:1436	table	
In one last gout of flame, the wall of fire burns itself out.	src/constants.c:1442	table	
A wall of ice rapidly melts into a large puddle.	src/constants.c:1444	table	
A noxious cloud of poison gas is whisked away by a strong gust of wind.	src/constants.c:1446	table	
Resetting	src/db.c:387	buffered:sprintf	boot_db
Current Gametime:	src/db.c:434	buffered:sprintf	reset_time
players in database.	src/db.c:502	buffered:sprintf	build_player_index
Error opening index file '	src/db.c:590	buffered:sprintf	index_boot
(expecting D/E/S)	src/db.c:830	buffered:sprintf	parse_room
Format error in room #	src/db.c:830	buffered:sprintf	parse_room
, direction D	src/db.c:877	buffered:sprintf	setup_dir
mob vnum	src/db.c:1283	buffered:sprintf	parse_mobile
SYSERR:Error at mob	src/db.c:1290	buffered:sprintf	parse_mobile
object #	src/db.c:1380	buffered:sprintf	parse_object
, after numeric constants (expecting E/A/#xxx)	src/db.c:1457	buffered:strcat	parse_object
beginning of zone #	src/db.c:1539	buffered:sprintf	load_zones
Mobile (V)	src/db.c:1734	buffered:sprintf	read_mobile
does not exist in database.	src/db.c:1734	buffered:sprintf	read_mobile
Object (V)	src/db.c:1939	buffered:sprintf	read_object
does not exist in database.	src/db.c:1939	buffered:sprintf	read_object
SYSERR: error in zone file:	src/db.c:2052	buffered:sprintf	log_zone_error
' cmd in zone #	src/db.c:2055	buffered:sprintf	log_zone_error
SYSERR: ...offending cmd: '	src/db.c:2055	buffered:sprintf	log_zone_error
: string too big (	src/db.c:2917	buffered:sprintf	file_to_string
You see the visions of your own death and wake up screaming!	src/dream.c:67	send_to_char	dream
In your dreams you keep seeing a dark figure hunched over your corpse.	src/dream.c:76	send_to_char	dream
You toss and turn as a dark cloud hovers over your dreams.	src/dream.c:83	send_to_char	dream
You sleep uneasily, as if something looms over your past	src/dream.c:91	send_to_char	dream
You have dreams of showing this world what you are really made of.	src/dream.c:114	send_to_char	dream
You have a pleasant dream of safe travels to far places and a hero's welcome when you return.	src/dream.c:125	send_to_char	dream
You dream of your conquest of the world.	src/dream.c:139	send_to_char	dream
You dream of slaying the dark creatures of the night.	src/dream.c:150	send_to_char	dream
You have a fantastic dream of one day attaining immortality.	src/dream.c:159	send_to_char	dream
You have big, grand dreams of the power of the Gods.	src/dream.c:168	send_to_char	dream
You toss and turn under the constant fear of the wrath of Orodreth :-)	src/dream.c:177	send_to_char	dream
You find yourself wide awake!	src/dream.c:179	send_to_char	dream
You have a dream	src/dream.c:196	buffered:sprintf	dream_travel
You have a dream	src/dream.c:209	buffered:sprintf	dream_travel
Error reading combat message file	src/fight.c:134	buffered:sprintf	load_messages
is lying here.	src/fight.c:284	buffered:sprintf	make_corpse
The charred corpse of	src/fight.c:290	buffered:sprintf	make_corpse
is lying here, still smoking.	src/fight.c:290	buffered:sprintf	make_corpse
The frozen corpse of	src/fight.c:294	buffered:sprintf	make_corpse
is thawing here.	src/fight.c:294	buffered:sprintf	make_corpse
A blasted corpse lies here in pieces.	src/fight.c:301	buffered:sprintf	make_corpse
A dried up husk of a corpse is lying here.	src/fight.c:305	buffered:sprintf	make_corpse
The shocked looking corpse of	src/fight.c:310	buffered:sprintf	make_corpse
is lying here.	src/fight.c:310	buffered:sprintf	make_corpse
is lying here, brains exploded everywhere.	src/fight.c:314	buffered:sprintf	make_corpse
The bruised, battered corpse of	src/fight.c:330	buffered:sprintf	make_corpse
is lying here.	src/fight.c:330	buffered:sprintf	make_corpse
The hacked up, bloody corpse of	src/fight.c:339	buffered:sprintf	make_corpse
is lying here.	src/fight.c:339	buffered:sprintf	make_corpse
is lying here, guts spilled everywhere.	src/fight.c:343	buffered:sprintf	make_corpse
is lying here,	src/fight.c:347	buffered:sprintf	make_corpse
neck snapped in two.	src/fight.c:347	buffered:sprintf	make_corpse
The crushed, barely recognizable corpse of	src/fight.c:353	buffered:sprintf	make_corpse
is lying here.	src/fight.c:353	buffered:sprintf	make_corpse
The well-ventilated corpse of	src/fight.c:358	buffered:sprintf	make_corpse
is lying here.	src/fight.c:358	buffered:sprintf	make_corpse
The bloated, waterlogged corpse of	src/fight.c:362	buffered:sprintf	make_corpse
is lying here.	src/fight.c:362	buffered:sprintf	make_corpse
is here, frozen in stone.	src/fight.c:366	buffered:sprintf	make_corpse
is lying here.	src/fight.c:370	buffered:sprintf	make_corpse
the corpse of	src/fight.c:376	buffered:sprintf	make_corpse
death_cry() in fight.c called with ch->in_room = NOWHERE	src/fight.c:512	buffered:sprintf	death_cry
loots some gold from the corpse of	src/fight.c:761	buffered:sprintf	group_gain
, but there	src/fight.c:803	buffered:sprintf	group_gain
was none to split!	src/fight.c:805	buffered:sprintf	group_gain
but there was none to split!	src/fight.c:809	buffered:sprintf	group_gain
You keep	src/fight.c:828	buffered:sprintf	group_gain
gold leftover.	src/fight.c:828	buffered:sprintf	group_gain
loots some gold from the corpse of	src/fight.c:841	buffered:sprintf	group_gain
attitude looted	src/fight.c:1157	buffered:sprintf	attitude_loot
I killed	src/fight.c:1179	buffered:sprintf	attitude_loot
and looted	src/fight.c:1179	buffered:sprintf	attitude_loot
stinkin' corpse!	src/fight.c:1179	buffered:sprintf	attitude_loot
was tough, but had good eq...	src/fight.c:1183	buffered:sprintf	attitude_loot
was easy xp.	src/fight.c:1187	buffered:sprintf	attitude_loot
Muhahahaha...	src/fight.c:1191	buffered:sprintf	attitude_loot
is dead!	src/fight.c:1191	buffered:sprintf	attitude_loot
Now you will see that evil will always triumph, because good is dumb.	src/fight.c:1196	buffered:sprintf	attitude_loot
Kill number	src/fight.c:1204	buffered:sprintf	attitude_loot
? *innocent stare*	src/fight.c:1209	buffered:sprintf	attitude_loot
Oh, did that hurt,	src/fight.c:1209	buffered:sprintf	attitude_loot
What the hell was	src/fight.c:1216	buffered:sprintf	attitude_loot
doing out of newbie training?	src/fight.c:1216	buffered:sprintf	attitude_loot
: fertilizer!	src/fight.c:1223	buffered:sprintf	attitude_loot
I think I finally found a use for that punk	src/fight.c:1223	buffered:sprintf	attitude_loot
? *cackle*	src/fight.c:1230	buffered:sprintf	attitude_loot
Hrmm.. Is this your head,	src/fight.c:1230	buffered:sprintf	attitude_loot
